Category,Image,Link,Name,Price,Store
Smartfonlar,https://api.idea.uz/storage/products/August2024/TyXzCHKdYPDEzc8f4zP5.png,https://idea.uz/product/7667-mobilnyj-telefon-novey-s88-black,S88 Black,400000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/IY5k52upaORJLuZXtJsf.png,https://idea.uz/product/7639-smartfon-huawei-nova-y61-6-64-gb-mint-green,Huawei Nova Y61 Mint Green,1590000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/HjE2thEZ90VmNz4VuFI9.png,https://idea.uz/product/7514-smartfon-samsung-galaxy-s24-8-256-marbie-gray,Samsung Galaxy S24 8/256 Gb,9790000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/zT9eKO6yShuiU6FSaVwG.jpg,https://idea.uz/product/7507-smartfon-redmi-a3-4-128-midnight-black,Xiaomi Redmi A3 4/128 Gb,1908000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/yp23Z43WxLVXlrPBYown.png,https://idea.uz/product/7506-smartfon-xiaomi-redmi-13c-4-128-glacier-white,Xiaomi Redmi 13c 4/128 Gb,1999000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/no1SucX9zW9MD4Au3UD8.png,https://idea.uz/product/7505-smartfon-xiaomi-redmi-13c-4-128-clover-green,Xiaomi Redmi 13c 4/128 Gb,1999000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/49CarkhM1o2kJCWyDyPu.png,https://idea.uz/product/7500-smartfon-samsung-galaxy-s24-12-256-marbie-gray,Samsung Galaxy S24+ 12/256 Gb,11990000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/OFC6vtSEy7NFZNLZiKIH.png,https://idea.uz/product/7470-smartfon-xiaomi-redmi-note-13-8-256-mint-green,Xiaomi Redmi Note 13 8/256 Gb,2990000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/wc1tQ9ThvjSaI6jQ2OOC.png,https://idea.uz/product/7469-smartfon-xiaomi-redmi-note-13-pro-8-128-forest-green,Xiaomi Redmi Note 13 Pro 8/128 Gb,3590000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/jVbt9AlCHfSGwHwUv7BX.png,https://idea.uz/product/7459-smartfon-xiaomi-redmi-note-13-pro-8-256-forest-green,Xiaomi Redmi Note 13 Pro 8/256 Gb,3790000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/pMsWkh4Ywe7tJsIEGjUH.png,https://idea.uz/product/7468-smartfon-xiaomi-redmi-note-13-pro-5g-12-512-moonlight-white,Xiaomi Redmi Note 13 Pro+ 12/512 Gb,6090000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/ozLGRReBTTOAcBtu7mtN.png,https://idea.uz/product/7467-smartfon-samsung-galaxy-a55-256gb-navy,Samsung Galaxy A55 256 Gb,5090000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/wCNd0VatvxxFx0ugeVku.png,https://idea.uz/product/7466-smartfon-samsung-galaxy-a55-128gb-navy,Samsung Galaxy A55 128 Gb,4690000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/vHtVQzDhgrRXt2Z48d6D.png,https://idea.uz/product/7465-smartfon-samsung-galaxy-a55-128gb-lilac,Samsung Galaxy A55 128 Gb,4690000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/n5xCg3GaAaCeqqx9pfsF.png,https://idea.uz/product/7464-smartfon-samsung-galaxy-a55-128gb-ice-blue,Samsung Galaxy A55 128 Gb,4690000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/Iq2dqfz7yomW61ZVtysG.png,https://idea.uz/product/7463-smartfon-samsung-galaxy-a35-256gb-navy,Samsung Galaxy A35 256 Gb,5080000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/Kos87oJKxuxLdW4vSPFk.png,https://idea.uz/product/7462-smartfon-samsung-galaxy-a35-128gb-navy,Samsung Galaxy A35 128 Gb,3990000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/jwsXDG9rcYGQxEGtWeZF.png,https://idea.uz/product/7461-smartfon-samsung-galaxy-a35-128gb-lilac,Samsung Galaxy A35 128 Gb,3990000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/DGReQMexduT6lGVsaIZv.png,https://idea.uz/product/7460-smartfon-samsung-galaxy-a35-128gb-ice-blue,Samsung Galaxy A35 128 Gb,3990000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/JeArUbLvowo8OcG2oDVe.png,https://idea.uz/product/7457-smartfon-samsung-galaxy-s24-12-256-onyx-black,Samsung Galaxy S24+ 12/256 Gb,11990000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/cSDuJLyX568l7ZS9ScCE.png,https://idea.uz/product/7453-smartfon-vivo-v30-12-256-green,Vivo V30 12/256 Gb,9588000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/SDfwCK9H3oqieU4i1NNm.png,https://idea.uz/product/7452-smartfon-vivo-v30-12-256-black,Vivo V30 12/256 Gb,9588000,Idea
Smartfonlar,https://api.idea.uz/storage/products/August2024/qSAno1M1YD4Hn2hNZezz.png,https://idea.uz/product/7434-smartfon-iphone-15-pro-max-256gb-black-titanium,Apple Iphone 15 Pro Max 256 Gb,21586000,Idea
Smartfonlar,https://api.idea.uz/storage/products/August2024/68Ru3xtGW38UEraTYjZi.png,https://idea.uz/product/7433-smartfon-iphone-15-128gb-black,Apple Iphone 15 128 Gb,13556000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/LeZ7WEKbiJrLDglxfYzR.png,https://idea.uz/product/7432-smartfon-iphone-11-64gb-white,Apple Iphone 11 64 Gb,8388000,Idea
Smartfonlar,https://api.idea.uz/storage/products/July2024/bFExVW7uIZvFetgyO0fN.png,https://idea.uz/product/7423-smartfon-honor-x9b-sunset-orange-12-256-gb,Honor X9b Sunset Orange 12/256 Gb,4890000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/QoS20BoIQsJaT11YF2nN.png,https://idea.uz/product/7422-smartfon-redmi-note-13-pro-5g-8-256-aurora-purple,Xiaomi Redmi Note 13 Pro+ 8/256 Gb,5390000,Idea
Smartfonlar,https://api.idea.uz/storage/products/July2024/PHzE396Zkt5bPHEEZwKb.png,https://idea.uz/product/7388-telefon-novey-s80-silver,S80 Silver,372000,Idea
Smartfonlar,https://api.idea.uz/storage/products/July2024/zPnXcxjIGSkITwspW1YR.png,https://idea.uz/product/7387-telefon-novey-s80-red,S80 Red,372000,Idea
Smartfonlar,https://api.idea.uz/storage/products/July2024/dcuXXJHYh39HESaAfq37.png,https://idea.uz/product/7386-telefon-novey-s80-black,S80 Black,372000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/JX440ODDf2ouzsa5mHP7.png,https://idea.uz/product/7372-smartfon-xiaomi-redmi-13c-8-256-glacier-white,Xiaomi Redmi 13c 8/256 Gb,2388000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/lFFJKEvgAg9tnYog0HzG.png,https://idea.uz/product/7371-smartfon-xiaomi-redmi-note-13-pro-8-128-midnight-black,Xiaomi Redmi Note 13 Pro 8/128 Gb,3590000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/2P5Iz1mf790bhwDNqCTe.png,https://idea.uz/product/7370-smartfon-redmi-note-13-pro-5g-8-256-moonlight-white,Xiaomi Redmi Note 13 Pro+ 8/256 Gb,5390000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/PEKfVq8IKOAMdA08TGgo.png,https://idea.uz/product/7369-smartfon-redmi-note-13-pro-5g-8-256-midnight-black,Xiaomi Redmi Note 13 Pro+ 8/256 Gb,5390000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/geecWi8qxsq9ZwHQyCXe.png,https://idea.uz/product/7349-smartfon-samsung-galaxy-s24-8-128-onyx-black,Samsung Galaxy S24 8/128 Gb,9390000,Idea
Smartfonlar,https://api.idea.uz/storage/products/July2024/qQjF4hIKe3tqr0gMC3Qx.png,https://idea.uz/product/7344-mobilnyj-telefon-novey-m050-black,M050 Black,359000,Idea
Smartfonlar,https://api.idea.uz/storage/products/July2024/5da9nRwRUQa0gTg1Cpyr.png,https://idea.uz/product/7343-mobilnyj-telefon-novey-a77-champagne,A77 Champagne,360000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/kAvfhINptTnpItbGkDlY.png,https://idea.uz/product/7329-smartfon-huawei-nova-y90-4-128-emerald-green,Huawei Nova Y90 4/128 Gb,2090000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/o0LAMJyHrasElyw1fczJ.png,https://idea.uz/product/7328-smartfon-huawei-nova-y90-4-128-midnight-black,Huawei Nova Y90 4/128 Gb,2090000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/XZGUizuJjhGWVhdATgNL.png,https://idea.uz/product/7327-smartfon-huawei-nova-10-se-8-128-mint-green,Huawei Nova 10 Se 8/128 Gb,2990000,Idea
Smartfonlar,https://api.idea.uz/storage/products/July2024/xXpGZNhkdwueKUUc59so.png,https://idea.uz/product/7325-smartfon-honor-x5-plus-4-64-cyan-lake,Honor X5 Plus 4/64 Gb,1788000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/99uY54brV7DxPIvRmIn3.png,https://idea.uz/product/7323-smartfon-xiaomi-redmi-note-13-pro-12-512-midnight-black,Xiaomi Redmi Note 13 Pro 12/512 Gb,4390000,Idea
Smartfonlar,https://api.idea.uz/storage/products/February2024/3eIevtA1VmAMxnJLBRbF.png,https://idea.uz/product/7312-smartfon-samsung-galaxy-s24-ultra-12-256-titanium-gray,Samsung Galaxy S24 Ultra 12/256 Gb,14990000,Idea
Smartfonlar,https://api.idea.uz/storage/products/February2024/aqmLIWbsaFkP5bw5Am6b.png,https://idea.uz/product/7311-smartfon-samsung-galaxy-s24-ultra-12-256-titanium-black,Samsung Galaxy S24 Ultra 12/256 Gb,14990000,Idea
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/10/1_4dlx-e3.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/y53s-8-128gb-fantastic-rainbow-smartfon-vivo/,Vivo Y53s 8/128 Gb,Price: 2.799.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/5_qyoy-o4.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x6a-6-128gb-black-smartfon-honor/,Honor X6a 6/128 Gb,Price: 2.299.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/1_9n5j-rt.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/s24-ultra-s928-12-256gb-black-smartfon-samsung/,Samsung Galaxy S24 Ultra 12/256 Gb,Price: 14.999.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/10/11_w7dw-wb.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/y1s-2-32gb-blue-smartfon-vivo/,Vivo Y1s 2/32 Gb,Price: 999.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/24_anru-4a.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x9b-5g-8-256gb-midnight-black-smartfon-honor/,Honor X9b 8/256 Gb,Price: 4.299.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/32/Без_имени-3299.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-10c-eu-4-64gb-grey-smartfon-xiaomi/,Xiaomi Redmi 10c 4/64 Gb,Price: 1.899.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/Без_имени-5099.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a04s-4-64-green-smartfon-samsung/,Samsung Galaxy A04s 4/64 Gb,Price: 1.599.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/37/196.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-70-8-256gb-silver-smartfon-honor/,Honor 70 8/256 Gb,Price: 4.799.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/388.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a17-4-64gb-blue-smartfon-oppo/,Oppo A17 4/64 Gb,Price: 1.899.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/35/Без_имени-4583.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-10a-eu-128gb-gray-smartfon-xiaomi/,Xiaomi Redmi 10a 4/128 Gb,Price: 1.529.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/394.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x8a-6-128gb-cyan-smartfon-honor/,Honor X8a 6/128 Gb,Price: 2.599.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/8.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-12-eu-4-128gb-black-smartfon-xiaomi/,Xiaomi Redmi 12 4/128 Gb,Price: 1.799.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/1_8tio-28.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x6a-4-64gb-black-smartfon-honor/,Honor X6a 4/128 Gb,Price: 1.999.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/5.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/v29-12-256gb-black-smartfon-vivo/,Vivo V29 12/256 Gb,Price: 6.699.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/37/35.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x6-4-64gb-black-smartfon-honor/,Honor X6 4/64 Gb,Price: 1.709.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/35/11_acf2-4h.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-10a-eu-2-32gb-blue-smartfon-xiaomi/,Xiaomi Redmi 10a 2/32 Gb,Price: 1.349.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/1_5gcx-4b.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/iphone-15-pro-hx-a-265gb-blue-titanium-smartfon-apple/,Apple Iphone 15 Pro 256 Gb,Price: 18.599.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/110.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/vivo-v25-8-256-aquamarine-blue/,Vivo V25 8/256 Gb,Price: 5.199.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/49_802v-g6.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-90-8-256gb-peacock-blue-smartfon-honor/,Honor 90 8/256 Gb,Price: 6.199.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/391.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a17-4-64gb-black-smartfon-oppo/,Oppo A17 4/64 Gb,Price: 1.899.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/39/383.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x9a-6-128gb-silver-smartfon-honor/,Honor X9a 6/128 Gb,Price: 2.999.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/1_sc8r-ov.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x6a-6-128gb-sky-silver-smartfon-honor/,Honor X6a 6/128 Gb,Price: 2.299.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/27_d2jz-r5.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/v27e-8-256-black-smartfon-vivo/,Vivo V27e 8/256 Gb,Price: 4.299.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/9_l9lo-2u.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/nothing-phone-2-12-256gb-dark-grey-smartfon-nothing/,Nothing Phone 2 12/256 Gb,Price: 10.169.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/13_9is8-0e.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-12-eu-8-256gb-black-smartfon-xiaomi/,Xiaomi Redmi 12 8/256 Gb,Price: 2.259.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/37/Без_имени-5093.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/y02-2-32gb-orchid-blue-smartfon-vivo/,Vivo Y02 2/32 Gb,Price: 1.299.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/35/Без_имени-4592.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-10a-eu-3-64gb-silver-smartfon-xiaomi/,Xiaomi Redmi 10a 3/64 Gb,Price: 1.439.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/36_s916-pr.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x7b-8-128gb-midnight-black-smartfon-honor/,Honor X7b 8/128 Gb,Price: 2.199.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/27_b697-km.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-90-lite-8-256gb-silver-smartfon-honor/,Honor 90 Lite 8/256 Gb,Price: 2.499.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/37/Без_имени-5095.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/y16-3-32gb-starlit-black-smartfon-vivo/,Vivo Y16 3/32 Gb,Price: 1.699.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/39/410.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/mi-13-lite-eu-8-256gb-blue-smartfon-xiaomi/,Xiaomi Mi 13 Lite 8/256 Gb,Price: 4.949.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/37/21_oaey-wd.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-10c-eu-4-64gb-green-smartfon-xiaomi/,Xiaomi Redmi 10c 4/64 Gb,Price: 1.899.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/39/157.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-note-12-eu-6-128gb-blue-smartfon-xiaomi/,"Xiaomi Redmi Note 12 4g, 6/128 Gb",Price: 2.299.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/39/160_u6ch-sm.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-note-12-eu-6-128gb-green-smartfon-xiaomi/,"Xiaomi Redmi Note 12 4g, 6/128 Gb",Price: 1.899.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/21_hbxv-aq.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/v27-12-256-black-smartfon-vivo/,Vivo V27 12/256 Gb,Price: 6.099.000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/10_ezgg-1f.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a05-a055-4-128gb-black-smartfon-samsung/,Samsung Galaxy A05 4/128 Gb,Price: 1.699.000,Elmakon
Smartfonlar,https://api.idea.uz/storage/products/February2024/J1yBuR4LAa2ewFzj2nXl.png,https://idea.uz/product/7310-smartfon-samsung-galaxy-s24-8-128-marbie-gray,Samsung Galaxy S24 8/128 Gb,9390000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/hnBBADjbExvNuKjiiyPU.png,https://idea.uz/product/7287-smartfon-redmi-note-13-pro-5g-12-512-midnight-black,Xiaomi Redmi Note 13 Pro+ 12/512 Gb,6090000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/Q80l8Ur0ILXBA91ENCWg.png,https://idea.uz/product/7286-smartfon-xiaomi-redmi-note-13-pro-12-512-forest-green,Xiaomi Redmi Note 13 Pro 12/512 Gb,4390000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/5OuWf5X0j5wXZ8QxJsmJ.jpg,https://idea.uz/product/7283-smartfon-tecno-spark-20-8-256-gravity-black,Tecno Spark 20 8/256 Gb,2349000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/5gbX24ZQp2iHtoLehpPm.png,https://idea.uz/product/7282-smartfon-honor-x8b-8-256-titanium-silver,Honor X8b 8/256 Gb,3400000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/6jZ7TT4lDEF1btyKQuR5.png,https://idea.uz/product/7281-smartfon-honor-x8b-8-256-midnight-black,Honor X8b 8/256 Gb,3400000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/4EhnRRshrTwMekK6Ruh0.png,https://idea.uz/product/7275-smartfon-redmi-note-13-6-128-mint-green,Xiaomi Redmi Note 13 6/128 Gb,2988000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/huSqoHnnI7kzO2KxU3gS.png,https://idea.uz/product/7280-smartfon-xiaomi-redmi-note-13-pro-8-256-midnight-black,Xiaomi Redmi Note 13 Pro 8/256 Gb,3790000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/DoVcsF2Ophdodfv3fxns.png,https://idea.uz/product/7279-smartfon-redmi-note-13-pro-5g-12-512-aurora-purple,Xiaomi Redmi Note 13 Pro+ 12/512 Gb,6090000,Idea
Smartfonlar,https://api.idea.uz/storage/products/July2024/KASXC6uoD3cc5UrJffqY.png,https://idea.uz/product/7272-telefon-novey-z1-dark-blue,Z1 Dark Blue,780000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/y9VAGrrI4MzlIS3CUcaD.png,https://idea.uz/product/7266-smartfon-huawei-nova-y61-4-64-mint-green,Huawei Nova Y61 4/64 Gb,1490000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/PjAAKHBcBspN5KNQ6Mu7.png,https://idea.uz/product/7265-telefon-novey-z1-red,Z1 Red,780000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/DBx0HMqz8LEey5Cr1Rgq.png,https://idea.uz/product/7253-smartfon-vivo-vivo-y17s-4-128-glitter-purple,Vivo Y17s 4/128 Gb,2388000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/SIt6mL3qrXsvds50WjJ1.png,https://idea.uz/product/7252-smartfon-vivo-vivo-y17s-4-128-forest-green,Vivo Y17s 4/128 Gb,2388000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/l4dpCNrromwhiwD2BsSy.png,https://idea.uz/product/7233-smartfon-tecno-spark-20c-4-128-mystery-white,Tecno Spark 20c 4/128 Gb,1668000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/7bFHzeqD7Z2U4COjzqjr.png,https://idea.uz/product/7232-smartfon-tecno-spark-20c-4-128-gravity-black,Tecno Spark 20c 4/128 Gb,1668000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/nDZdYqr9NOQzinTWWPKr.png,https://idea.uz/product/7231-smartfon-honor-x8b-8-256-glamorous-green,Honor X8b 8/256 Gb,3400000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/x4mf1k12n2rJNa6c9Rxm.png,https://idea.uz/product/7204-smartfon-samsung-galaxy-a15-6-128-light-blue,Samsung Galaxy A15 6/128 Gb,2099000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/VTg4sKfUVQoGL1gVmOjn.png,https://idea.uz/product/7194-smartfon-huawei-nova-11i-8-128-mint-green,Huawei Nova 11i 8/128 Gb,2490000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/a6WT3qO491g2RkL0Ny6J.png,https://idea.uz/product/7191-smartfon-tecno-spark-20-8-128-magic-skin-blue,Tecno Spark 20 8/128 Gb,2268000,Idea
Smartfonlar,https://api.idea.uz/storage/products/April2024/r1aNBWbRrCoj3fAoVz31.jpg,https://idea.uz/product/7190-smartfon-tecno-spark-20-8-128-gravity-black,Tecno Spark 20 8/128 Gb,2268000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/P1CgBV7UnQYwtH5CdrCM.png,https://idea.uz/product/7188-smartfon-tecno-spark-20-pro-8-256-moonlit-black,Tecno Spark 20 Pro 8/256 Gb,2508000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/HbPNftTsrQuB4e4OQBi2.png,https://idea.uz/product/7202-mobilnyj-telefon-noveyt310i-black,T310i Black,300000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/fjNIxgQFfBoyRG7UoQqb.png,https://idea.uz/product/7200-mobilnyj-telefon-novey-m365-blue,M365 Blue,369000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/EtlSctg2i3ovnaZnBC3u.png,https://idea.uz/product/7199-mobilnyj-telefon-novey-m180c-black,M180c Black,199000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/eXvs3lvaTKGmtOjXA4W2.png,https://idea.uz/product/7198-mobilnyj-telefonnovey-m160-black,M160 Black,203000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/tQzVAWlcR8eVum243iVi.png,https://idea.uz/product/7171-smartfon-xiaomi-redmi-note-13-8-256-ice-blue,Xiaomi Redmi Note 13 8/256 Gb,2990000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/zU2QfgPYHUN73TB3oG8u.png,https://idea.uz/product/7170-smartfon-xiaomi-redmi-note-13-8-256-midnight-black,Xiaomi Redmi Note 13 8/256 Gb,2990000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/ovP52M7Ve9hPMAEw29Zw.png,https://idea.uz/product/7169-smartfon-xiaomi-redmi-note-13-8-128-mint-green,Xiaomi Redmi Note 13 8/128 Gb,3348000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/HR0zvb5jA0A4am4sdoJH.png,https://idea.uz/product/7168-smartfon-xiaomi-redmi-note-13-8-128-midnight-black,Xiaomi Redmi Note 13 8/128 Gb,3348000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/MkMyqXnEEKaR0boeicGu.png,https://idea.uz/product/7167-smartfon-xiaomi-redmi-note-13-8-128-ice-blue,Xiaomi Redmi Note 13 8/128 Gb,3348000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/lQXXoyP4j1bTtVrM6LMJ.png,https://idea.uz/product/7166-smartfon-xiaomi-redmi-note-13-6-128-ice-blue,Xiaomi Redmi Note 13 6/128 Gb,2988000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/II1FST302QN1A3kEz5VN.png,https://idea.uz/product/7165-smartfon-xiaomi-redmi-note-13-6-128-midnight-black,Xiaomi Redmi Note 13 6/128 Gb,2988000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/h62jZ3mwnGzdpGIqS5vX.png,https://idea.uz/product/7122-smartfon-honor-x8b-8-128-titanium-silver,Honor X8b 8/128 Gb,3228000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/g1Gmkk8mFX4fmZhVXiuC.png,https://idea.uz/product/7121-smartfon-honor-x8b-8-128-midnight-black,Honor X8b 8/128 Gb,3228000,Idea
